Timestamp,Location,Occupancy Level
2025-03-15 04:30:37,San Luis Lounge,3%
2025-03-15 04:45:37,Lower Exercise Room,1%
2025-03-15 04:45:37,Upper Exercise Room,0%
2025-03-15 04:45:37,Track Exercise Room,15%
2025-03-15 04:45:37,Open Space,3%
2025-03-15 04:45:37,Chandler Lounge,0%
2025-03-15 04:45:37,San Luis Lounge,3%
2025-03-15 05:00:36,Lower Exercise Room,1%
2025-03-15 05:00:36,Upper Exercise Room,0%
2025-03-15 05:00:36,Track Exercise Room,15%
2025-03-15 05:00:36,Open Space,2%
2025-03-15 05:00:36,Chandler Lounge,0%
2025-03-15 05:00:36,San Luis Lounge,1%
2025-03-15 05:30:37,Lower Exercise Room,1%
2025-03-15 05:30:37,Upper Exercise Room,0%
2025-03-15 05:30:37,Track Exercise Room,15%
2025-03-15 05:30:37,Open Space,3%
2025-03-15 05:30:37,Chandler Lounge,0%
2025-03-15 05:30:37,San Luis Lounge,1%
2025-03-15 05:45:37,Lower Exercise Room,1%
2025-03-15 05:45:37,Upper Exercise Room,0%
2025-03-15 05:45:37,Track Exercise Room,15%
2025-03-15 05:45:37,Open Space,2%
2025-03-15 05:45:37,Chandler Lounge,0%
2025-03-15 05:45:37,San Luis Lounge,1%
2025-03-15 06:00:37,Lower Exercise Room,1%
2025-03-15 06:00:37,Upper Exercise Room,0%
2025-03-15 06:00:37,Track Exercise Room,15%
2025-03-15 06:00:37,Open Space,1%
2025-03-15 06:00:37,Chandler Lounge,0%
2025-03-15 06:00:37,San Luis Lounge,0%
2025-03-15 06:15:37,Lower Exercise Room,0%
2025-03-15 06:15:37,Upper Exercise Room,0%
2025-03-15 06:15:37,Track Exercise Room,15%
2025-03-15 06:15:37,Open Space,3%
2025-03-15 06:15:37,Chandler Lounge,3%
2025-03-15 06:15:37,San Luis Lounge,0%
2025-03-15 06:30:37,Lower Exercise Room,0%
2025-03-15 06:30:37,Upper Exercise Room,0%
2025-03-15 06:30:37,Track Exercise Room,15%
2025-03-15 06:30:37,Open Space,2%
2025-03-15 06:30:37,Chandler Lounge,7%
2025-03-15 06:30:37,San Luis Lounge,0%
2025-03-15 06:45:37,Lower Exercise Room,1%
2025-03-15 06:45:37,Upper Exercise Room,0%
2025-03-15 06:45:37,Track Exercise Room,15%
2025-03-15 06:45:37,Open Space,2%
2025-03-15 06:45:37,Chandler Lounge,7%
2025-03-15 06:45:37,San Luis Lounge,0%
2025-03-15 07:00:37,Lower Exercise Room,1%
2025-03-15 07:00:37,Upper Exercise Room,0%
2025-03-15 07:00:37,Track Exercise Room,15%
2025-03-15 07:00:37,Open Space,4%
2025-03-15 07:00:37,Chandler Lounge,10%
2025-03-15 07:00:37,San Luis Lounge,0%
2025-03-15 07:45:37,Lower Exercise Room,1%
2025-03-15 07:45:37,Upper Exercise Room,0%
2025-03-15 07:45:37,Track Exercise Room,15%
2025-03-15 07:45:37,Open Space,4%
2025-03-15 07:45:37,Chandler Lounge,3%
2025-03-15 07:45:37,San Luis Lounge,0%
2025-03-15 08:00:37,Lower Exercise Room,2%
2025-03-15 08:00:37,Upper Exercise Room,1%
2025-03-15 08:00:37,Track Exercise Room,15%
2025-03-15 08:00:37,Open Space,8%
2025-03-15 08:00:37,Chandler Lounge,17%
2025-03-15 08:00:37,San Luis Lounge,0%
2025-03-15 08:15:37,Lower Exercise Room,8%
2025-03-15 08:15:37,Upper Exercise Room,16%
2025-03-15 08:15:37,Track Exercise Room,15%
2025-03-15 08:15:37,Open Space,10%
2025-03-15 08:15:37,Chandler Lounge,10%
2025-03-15 08:15:37,San Luis Lounge,1%
2025-03-15 08:30:37,Lower Exercise Room,12%
2025-03-15 08:30:37,Upper Exercise Room,19%
2025-03-15 08:30:37,Track Exercise Room,15%
2025-03-15 08:30:37,Open Space,10%
2025-03-15 08:30:37,Chandler Lounge,17%
2025-03-15 08:30:37,San Luis Lounge,0%
2025-03-15 08:45:37,Lower Exercise Room,14%
2025-03-15 08:45:37,Upper Exercise Room,17%
2025-03-15 08:45:37,Track Exercise Room,15%
2025-03-15 08:45:37,Open Space,12%
2025-03-15 08:45:37,Chandler Lounge,27%
2025-03-15 08:45:37,San Luis Lounge,3%
2025-03-15 09:00:37,Lower Exercise Room,16%
2025-03-15 09:00:37,Upper Exercise Room,18%
2025-03-15 09:00:37,Track Exercise Room,15%
2025-03-15 09:00:37,Open Space,13%
2025-03-15 09:00:37,Chandler Lounge,27%
2025-03-15 09:00:37,San Luis Lounge,3%
2025-03-15 09:30:37,Lower Exercise Room,16%
2025-03-15 09:30:37,Upper Exercise Room,24%
2025-03-15 09:30:37,Track Exercise Room,15%
2025-03-15 09:30:37,Open Space,17%
2025-03-15 09:30:37,Chandler Lounge,27%
2025-03-15 09:30:37,San Luis Lounge,4%
2025-03-15 10:00:37,Lower Exercise Room,15%
2025-03-15 10:00:37,Upper Exercise Room,30%
2025-03-15 10:00:37,Track Exercise Room,15%
2025-03-15 10:00:37,Open Space,13%
2025-03-15 10:00:37,Chandler Lounge,20%
2025-03-15 10:00:37,San Luis Lounge,4%
2025-03-15 10:15:36,Lower Exercise Room,19%
2025-03-15 10:15:36,Upper Exercise Room,22%
2025-03-15 10:15:36,Track Exercise Room,15%
2025-03-15 10:15:36,Open Space,11%
2025-03-15 10:15:36,Chandler Lounge,17%
2025-03-15 10:15:36,San Luis Lounge,4%
2025-03-15 10:30:37,Lower Exercise Room,15%
2025-03-15 10:30:37,Upper Exercise Room,23%
2025-03-15 10:30:37,Track Exercise Room,15%
2025-03-15 10:30:37,Open Space,13%
2025-03-15 10:30:37,Chandler Lounge,20%
2025-03-15 10:30:37,San Luis Lounge,5%
2025-03-15 10:45:37,Lower Exercise Room,14%
2025-03-15 10:45:37,Upper Exercise Room,28%
2025-03-15 10:45:37,Track Exercise Room,15%
2025-03-15 10:45:37,Open Space,15%
2025-03-15 10:45:37,Chandler Lounge,20%
2025-03-15 10:45:37,San Luis Lounge,5%
2025-03-15 11:00:37,Lower Exercise Room,16%
2025-03-15 11:00:37,Upper Exercise Room,34%
2025-03-15 11:00:37,Track Exercise Room,15%
2025-03-15 11:00:37,Open Space,15%
2025-03-15 11:00:37,Chandler Lounge,20%
2025-03-15 11:00:37,San Luis Lounge,5%
2025-03-15 11:30:40,Lower Exercise Room,28%
2025-03-15 11:30:40,Upper Exercise Room,27%
2025-03-15 11:30:40,Track Exercise Room,15%
2025-03-15 11:30:40,Open Space,21%
2025-03-15 11:30:40,Chandler Lounge,20%
2025-03-15 11:30:40,San Luis Lounge,6%
2025-03-15 11:45:37,Lower Exercise Room,19%
2025-03-15 11:45:37,Upper Exercise Room,27%
2025-03-15 11:45:37,Track Exercise Room,15%
2025-03-15 11:45:37,Open Space,19%
2025-03-15 11:45:37,Chandler Lounge,23%
2025-03-15 11:45:37,San Luis Lounge,6%
2025-03-15 12:00:37,Lower Exercise Room,19%
2025-03-15 12:00:37,Upper Exercise Room,27%
2025-03-15 12:00:37,Track Exercise Room,15%
2025-03-15 12:00:37,Open Space,22%
2025-03-15 12:00:37,Chandler Lounge,27%
2025-03-15 12:00:37,San Luis Lounge,6%
2025-03-15 12:15:37,Lower Exercise Room,16%
2025-03-15 12:15:37,Upper Exercise Room,27%
2025-03-15 12:15:37,Track Exercise Room,15%
2025-03-15 12:15:37,Open Space,26%
2025-03-15 12:15:37,Chandler Lounge,27%
2025-03-15 12:15:37,San Luis Lounge,6%
2025-03-15 12:30:37,Lower Exercise Room,21%
2025-03-15 12:30:37,Upper Exercise Room,27%
2025-03-15 12:30:37,Track Exercise Room,15%
2025-03-15 12:30:37,Open Space,26%
2025-03-15 12:30:37,Chandler Lounge,30%
2025-03-15 12:30:37,San Luis Lounge,10%
2025-03-15 12:45:37,Lower Exercise Room,21%
2025-03-15 12:45:37,Upper Exercise Room,29%
2025-03-15 12:45:37,Track Exercise Room,15%
2025-03-15 12:45:37,Open Space,29%
2025-03-15 12:45:37,Chandler Lounge,37%
2025-03-15 12:45:37,San Luis Lounge,11%
2025-03-15 13:00:37,Lower Exercise Room,22%
2025-03-15 13:00:37,Upper Exercise Room,27%
2025-03-15 13:00:37,Track Exercise Room,15%
2025-03-15 13:00:37,Open Space,23%
2025-03-15 13:00:37,Chandler Lounge,37%
2025-03-15 13:00:37,San Luis Lounge,13%
2025-03-15 13:15:38,Lower Exercise Room,13%
2025-03-15 13:15:38,Upper Exercise Room,36%
2025-03-15 13:15:38,Track Exercise Room,15%
2025-03-15 13:15:38,Open Space,19%
2025-03-15 13:15:38,Chandler Lounge,43%
2025-03-15 13:15:38,San Luis Lounge,11%
2025-03-15 13:30:37,Lower Exercise Room,13%
2025-03-15 13:30:37,Upper Exercise Room,29%
2025-03-15 13:30:37,Track Exercise Room,15%
2025-03-15 13:30:37,Open Space,24%
2025-03-15 13:30:37,Chandler Lounge,47%
2025-03-15 13:30:37,San Luis Lounge,11%
2025-03-15 13:45:37,Lower Exercise Room,18%
2025-03-15 13:45:37,Upper Exercise Room,32%
2025-03-15 13:45:37,Track Exercise Room,15%
2025-03-15 13:45:37,Open Space,24%
2025-03-15 13:45:37,Chandler Lounge,43%
2025-03-15 13:45:37,San Luis Lounge,13%
2025-03-15 14:00:37,Lower Exercise Room,20%
2025-03-15 14:00:37,Upper Exercise Room,29%
2025-03-15 14:00:37,Track Exercise Room,15%
2025-03-15 14:00:37,Open Space,25%
2025-03-15 14:00:37,Chandler Lounge,50%
2025-03-15 14:00:37,San Luis Lounge,14%
2025-03-15 14:15:37,Lower Exercise Room,20%
2025-03-15 14:15:37,Upper Exercise Room,32%
2025-03-15 14:15:37,Track Exercise Room,15%
2025-03-15 14:15:37,Open Space,27%
2025-03-15 14:15:37,Chandler Lounge,57%
2025-03-15 14:15:37,San Luis Lounge,13%
2025-03-15 15:00:37,Lower Exercise Room,20%
2025-03-15 15:00:37,Upper Exercise Room,26%
2025-03-15 15:00:37,Track Exercise Room,15%
2025-03-15 15:00:37,Open Space,32%
2025-03-15 15:00:37,Chandler Lounge,57%
2025-03-15 15:00:37,San Luis Lounge,13%
2025-03-15 15:15:37,Lower Exercise Room,14%
2025-03-15 15:15:37,Upper Exercise Room,24%
2025-03-15 15:15:37,Track Exercise Room,15%
2025-03-15 15:15:37,Open Space,34%
2025-03-15 15:15:37,Chandler Lounge,50%
2025-03-15 15:15:37,San Luis Lounge,13%
2025-03-15 15:30:37,Lower Exercise Room,19%
2025-03-15 15:30:37,Upper Exercise Room,32%
2025-03-15 15:30:37,Track Exercise Room,15%
2025-03-15 15:30:37,Open Space,32%
2025-03-15 15:30:37,Chandler Lounge,50%
2025-03-15 15:30:37,San Luis Lounge,19%
2025-03-15 15:45:37,Lower Exercise Room,11%
2025-03-15 15:45:37,Upper Exercise Room,32%
2025-03-15 15:45:37,Track Exercise Room,15%
2025-03-15 15:45:37,Open Space,35%
2025-03-15 15:45:37,Chandler Lounge,60%
2025-03-15 15:45:37,San Luis Lounge,19%
2025-03-15 16:15:37,Lower Exercise Room,28%
2025-03-15 16:15:37,Upper Exercise Room,43%
2025-03-15 16:15:37,Track Exercise Room,15%
2025-03-15 16:15:37,Open Space,34%
2025-03-15 16:15:37,Chandler Lounge,57%
2025-03-15 16:15:37,San Luis Lounge,19%
2025-03-15 16:30:37,Lower Exercise Room,27%
2025-03-15 16:30:37,Upper Exercise Room,57%
2025-03-15 16:30:37,Track Exercise Room,15%
2025-03-15 16:30:37,Open Space,35%
2025-03-15 16:30:37,Chandler Lounge,60%
2025-03-15 16:30:37,San Luis Lounge,19%
2025-03-15 16:45:37,Lower Exercise Room,32%
2025-03-15 16:45:37,Upper Exercise Room,50%
2025-03-15 16:45:37,Track Exercise Room,15%
2025-03-15 16:45:37,Open Space,35%
2025-03-15 16:45:37,Chandler Lounge,57%
2025-03-15 16:45:37,San Luis Lounge,16%
2025-03-15 17:00:37,Lower Exercise Room,29%
2025-03-15 17:00:37,Upper Exercise Room,60%
2025-03-15 17:00:37,Track Exercise Room,15%
2025-03-15 17:00:37,Open Space,34%
2025-03-15 17:00:37,Chandler Lounge,53%
2025-03-15 17:00:37,San Luis Lounge,23%
2025-03-15 17:15:37,Lower Exercise Room,22%
2025-03-15 17:15:37,Upper Exercise Room,49%
2025-03-15 17:15:37,Track Exercise Room,15%
2025-03-15 17:15:37,Open Space,35%
2025-03-15 17:15:37,Chandler Lounge,53%
2025-03-15 17:15:37,San Luis Lounge,20%
2025-03-15 17:30:38,Lower Exercise Room,42%
2025-03-15 17:30:38,Upper Exercise Room,54%
2025-03-15 17:30:38,Track Exercise Room,15%
2025-03-15 17:30:38,Open Space,32%
2025-03-15 17:30:38,Chandler Lounge,53%
2025-03-15 17:30:38,San Luis Lounge,19%
2025-03-15 17:45:37,Lower Exercise Room,33%
2025-03-15 17:45:37,Upper Exercise Room,53%
2025-03-15 17:45:37,Track Exercise Room,15%
2025-03-15 17:45:37,Open Space,31%
2025-03-15 17:45:37,Chandler Lounge,47%
2025-03-15 17:45:37,San Luis Lounge,18%
2025-03-15 18:00:37,Lower Exercise Room,29%
2025-03-15 18:00:37,Upper Exercise Room,48%
2025-03-15 18:00:37,Track Exercise Room,15%
2025-03-15 18:00:37,Open Space,28%
2025-03-15 18:00:37,Chandler Lounge,50%
2025-03-15 18:00:37,San Luis Lounge,20%
2025-03-15 18:15:37,Lower Exercise Room,32%
2025-03-15 18:15:37,Upper Exercise Room,51%
2025-03-15 18:15:37,Track Exercise Room,15%
2025-03-15 18:15:37,Open Space,34%
2025-03-15 18:15:37,Chandler Lounge,47%
2025-03-15 18:15:37,San Luis Lounge,19%
2025-03-15 18:30:37,Lower Exercise Room,22%
2025-03-15 18:30:37,Upper Exercise Room,67%
2025-03-15 18:30:37,Track Exercise Room,15%
2025-03-15 18:30:37,Open Space,31%
2025-03-15 18:30:37,Chandler Lounge,47%
2025-03-15 18:30:37,San Luis Lounge,18%
2025-03-15 18:45:37,Lower Exercise Room,18%
2025-03-15 18:45:37,Upper Exercise Room,59%
2025-03-15 18:45:37,Track Exercise Room,15%
2025-03-15 18:45:37,Open Space,26%
2025-03-15 18:45:37,Chandler Lounge,43%
2025-03-15 18:45:37,San Luis Lounge,16%
2025-03-15 19:00:37,Lower Exercise Room,26%
2025-03-15 19:00:37,Upper Exercise Room,44%
2025-03-15 19:00:37,Track Exercise Room,15%
2025-03-15 19:00:37,Open Space,24%
2025-03-15 19:00:37,Chandler Lounge,43%
2025-03-15 19:00:37,San Luis Lounge,18%
2025-03-15 19:15:37,Lower Exercise Room,25%
2025-03-15 19:15:37,Upper Exercise Room,37%
2025-03-15 19:15:37,Track Exercise Room,15%
2025-03-15 19:15:37,Open Space,24%
2025-03-15 19:15:37,Chandler Lounge,43%
2025-03-15 19:15:37,San Luis Lounge,15%
2025-03-15 19:30:37,Lower Exercise Room,32%
2025-03-15 19:30:37,Upper Exercise Room,56%
2025-03-15 19:30:37,Track Exercise Room,15%
2025-03-15 19:30:37,Open Space,26%
2025-03-15 19:30:37,Chandler Lounge,47%
2025-03-15 19:30:37,San Luis Lounge,18%
2025-03-15 19:45:37,Lower Exercise Room,39%
2025-03-15 19:45:37,Upper Exercise Room,57%
2025-03-15 19:45:37,Track Exercise Room,15%
2025-03-15 19:45:37,Open Space,26%
2025-03-15 19:45:37,Chandler Lounge,50%
2025-03-15 19:45:37,San Luis Lounge,15%
2025-03-15 20:00:37,Lower Exercise Room,36%
2025-03-15 20:00:37,Upper Exercise Room,53%
2025-03-15 20:00:37,Track Exercise Room,15%
2025-03-15 20:00:37,Open Space,25%
2025-03-15 20:00:37,Chandler Lounge,53%
2025-03-15 20:00:37,San Luis Lounge,15%
2025-03-15 20:15:37,Lower Exercise Room,34%
2025-03-15 20:15:37,Upper Exercise Room,38%
2025-03-15 20:15:37,Track Exercise Room,15%
2025-03-15 20:15:37,Open Space,23%
2025-03-15 20:15:37,Chandler Lounge,53%
2025-03-15 20:15:37,San Luis Lounge,14%
2025-03-15 20:30:37,Lower Exercise Room,22%
2025-03-15 20:30:37,Upper Exercise Room,39%
2025-03-15 20:30:37,Track Exercise Room,15%
2025-03-15 20:30:37,Open Space,22%
2025-03-15 20:30:37,Chandler Lounge,47%
2025-03-15 20:30:37,San Luis Lounge,13%
2025-03-15 20:45:37,Lower Exercise Room,34%
2025-03-15 20:45:37,Upper Exercise Room,34%
2025-03-15 20:45:37,Track Exercise Room,15%
2025-03-15 20:45:37,Open Space,21%
2025-03-15 20:45:37,Chandler Lounge,43%
2025-03-15 20:45:37,San Luis Lounge,13%
2025-03-15 21:00:37,Lower Exercise Room,28%
2025-03-15 21:00:37,Upper Exercise Room,42%
2025-03-15 21:00:37,Track Exercise Room,15%
2025-03-15 21:00:37,Open Space,26%
2025-03-15 21:00:37,Chandler Lounge,40%
2025-03-15 21:00:37,San Luis Lounge,11%
2025-03-15 21:15:37,Lower Exercise Room,38%
2025-03-15 21:15:37,Upper Exercise Room,41%
2025-03-15 21:15:37,Track Exercise Room,15%
2025-03-15 21:15:37,Open Space,25%
2025-03-15 21:15:37,Chandler Lounge,43%
2025-03-15 21:15:37,San Luis Lounge,13%
2025-03-15 21:45:37,Lower Exercise Room,24%
2025-03-15 21:45:37,Upper Exercise Room,42%
2025-03-15 21:45:37,Track Exercise Room,15%
2025-03-15 21:45:37,Open Space,25%
2025-03-15 21:45:37,Chandler Lounge,43%
2025-03-15 21:45:37,San Luis Lounge,13%
2025-03-15 22:00:37,Lower Exercise Room,15%
2025-03-15 22:00:37,Upper Exercise Room,21%
2025-03-15 22:00:37,Track Exercise Room,15%
2025-03-15 22:00:37,Open Space,22%
2025-03-15 22:00:37,Chandler Lounge,33%
2025-03-15 22:00:37,San Luis Lounge,11%
2025-03-15 22:15:37,Lower Exercise Room,0%
2025-03-15 22:15:37,Upper Exercise Room,0%
2025-03-15 22:15:37,Track Exercise Room,15%
2025-03-15 22:15:37,Open Space,22%
2025-03-15 22:15:37,Chandler Lounge,37%
2025-03-15 22:15:37,San Luis Lounge,11%
2025-03-15 22:30:37,Lower Exercise Room,0%
2025-03-15 22:30:37,Upper Exercise Room,0%
2025-03-15 22:30:37,Track Exercise Room,15%
2025-03-15 22:30:37,Open Space,21%
2025-03-15 22:30:37,Chandler Lounge,20%
2025-03-15 22:30:37,San Luis Lounge,13%
2025-03-15 22:45:37,Lower Exercise Room,1%
2025-03-15 22:45:37,Upper Exercise Room,0%
2025-03-15 22:45:37,Track Exercise Room,15%
2025-03-15 22:45:37,Open Space,19%
2025-03-15 22:45:37,Chandler Lounge,30%
2025-03-15 22:45:37,San Luis Lounge,9%
2025-03-15 23:00:37,Lower Exercise Room,1%
2025-03-15 23:00:37,Upper Exercise Room,0%
2025-03-15 23:00:37,Track Exercise Room,15%
2025-03-15 23:00:37,Open Space,21%
2025-03-15 23:00:37,Chandler Lounge,27%
2025-03-15 23:00:37,San Luis Lounge,9%
2025-03-15 23:15:37,Lower Exercise Room,1%
2025-03-15 23:15:37,Upper Exercise Room,0%
2025-03-15 23:15:37,Track Exercise Room,15%
2025-03-15 23:15:37,Open Space,16%
2025-03-15 23:15:37,Chandler Lounge,23%
2025-03-15 23:15:37,San Luis Lounge,10%
2025-03-15 23:45:37,Lower Exercise Room,1%
2025-03-15 23:45:37,Upper Exercise Room,0%
2025-03-15 23:45:37,Track Exercise Room,15%
2025-03-15 23:45:37,Open Space,16%
2025-03-15 23:45:37,Chandler Lounge,20%
2025-03-15 23:45:37,San Luis Lounge,6%
2025-03-16 00:00:37,Lower Exercise Room,0%
2025-03-16 00:00:37,Upper Exercise Room,0%
2025-03-16 00:00:37,Track Exercise Room,15%
2025-03-16 00:00:37,Open Space,14%
2025-03-16 00:00:37,Chandler Lounge,20%
2025-03-16 00:00:37,San Luis Lounge,6%
2025-03-16 00:30:37,Lower Exercise Room,0%
2025-03-16 00:30:37,Upper Exercise Room,0%
2025-03-16 00:30:37,Track Exercise Room,15%
2025-03-16 00:30:37,Open Space,10%
2025-03-16 00:30:37,Chandler Lounge,17%
2025-03-16 00:30:37,San Luis Lounge,4%
2025-03-16 00:45:37,Lower Exercise Room,0%
2025-03-16 00:45:37,Upper Exercise Room,0%
2025-03-16 00:45:37,Track Exercise Room,15%
2025-03-16 00:45:37,Open Space,7%
2025-03-16 00:45:37,Chandler Lounge,10%
2025-03-16 00:45:37,San Luis Lounge,0%
2025-03-16 01:15:38,Lower Exercise Room,1%
2025-03-16 01:15:38,Upper Exercise Room,0%
2025-03-16 01:15:38,Track Exercise Room,7%
2025-03-16 01:15:38,Open Space,5%
2025-03-16 01:15:38,Chandler Lounge,0%
2025-03-16 01:15:38,San Luis Lounge,1%
2025-03-16 01:45:37,Lower Exercise Room,1%
2025-03-16 01:45:37,Upper Exercise Room,1%
2025-03-16 01:45:37,Track Exercise Room,7%
2025-03-16 01:45:37,Open Space,4%
2025-03-16 01:45:37,Chandler Lounge,0%
2025-03-16 01:45:37,San Luis Lounge,0%
2025-03-16 02:00:37,Lower Exercise Room,1%
2025-03-16 02:00:37,Upper Exercise Room,0%
2025-03-16 02:00:37,Track Exercise Room,7%
2025-03-16 02:00:37,Open Space,3%
2025-03-16 02:00:37,Chandler Lounge,0%
2025-03-16 02:00:37,San Luis Lounge,0%
2025-03-16 02:15:37,Lower Exercise Room,0%
2025-03-16 02:15:37,Upper Exercise Room,0%
2025-03-16 02:15:37,Track Exercise Room,7%
2025-03-16 02:15:37,Open Space,1%
2025-03-16 02:15:37,Chandler Lounge,0%
2025-03-16 02:15:37,San Luis Lounge,0%
2025-03-16 02:30:37,Lower Exercise Room,1%
2025-03-16 02:30:37,Upper Exercise Room,0%
2025-03-16 02:30:37,Track Exercise Room,7%
2025-03-16 02:30:37,Open Space,2%
2025-03-16 02:30:37,Chandler Lounge,0%
2025-03-16 02:30:37,San Luis Lounge,0%
2025-03-16 02:45:37,Lower Exercise Room,1%
2025-03-16 02:45:37,Upper Exercise Room,0%
2025-03-16 02:45:37,Track Exercise Room,7%
2025-03-16 02:45:37,Open Space,1%
2025-03-16 02:45:37,Chandler Lounge,0%
2025-03-16 02:45:37,San Luis Lounge,0%
2025-03-16 03:00:37,Lower Exercise Room,0%
2025-03-16 03:00:37,Upper Exercise Room,0%
2025-03-16 03:00:37,Track Exercise Room,7%
2025-03-16 03:00:37,Open Space,1%
2025-03-16 03:00:37,Chandler Lounge,0%
2025-03-16 03:00:37,San Luis Lounge,0%
2025-03-16 03:15:37,Lower Exercise Room,0%
2025-03-16 03:15:37,Upper Exercise Room,1%
2025-03-16 03:15:37,Track Exercise Room,7%
2025-03-16 03:15:37,Open Space,0%
2025-03-16 03:15:37,Chandler Lounge,0%
2025-03-16 03:15:37,San Luis Lounge,0%
2025-03-16 03:30:37,Lower Exercise Room,1%
2025-03-16 03:30:37,Upper Exercise Room,0%
2025-03-16 03:30:37,Track Exercise Room,7%
2025-03-16 03:30:37,Open Space,0%
2025-03-16 03:30:37,Chandler Lounge,0%
2025-03-16 03:30:37,San Luis Lounge,0%
2025-03-16 03:45:37,Lower Exercise Room,1%
2025-03-16 03:45:37,Upper Exercise Room,1%
2025-03-16 03:45:37,Track Exercise Room,7%
2025-03-16 03:45:37,Open Space,1%
2025-03-16 03:45:37,Chandler Lounge,0%
2025-03-16 03:45:37,San Luis Lounge,0%
2025-03-16 04:00:37,Lower Exercise Room,0%
2025-03-16 04:00:37,Upper Exercise Room,0%
2025-03-16 04:00:37,Track Exercise Room,7%
2025-03-16 04:00:37,Open Space,0%
2025-03-16 04:00:37,Chandler Lounge,0%
2025-03-16 04:00:37,San Luis Lounge,0%
2025-03-16 04:15:36,Lower Exercise Room,0%
2025-03-16 04:15:36,Upper Exercise Room,0%
2025-03-16 04:15:36,Track Exercise Room,7%
2025-03-16 04:15:36,Open Space,0%
2025-03-16 04:15:36,Chandler Lounge,0%
2025-03-16 04:15:36,San Luis Lounge,0%
2025-03-16 04:30:37,Lower Exercise Room,0%
2025-03-16 04:30:37,Upper Exercise Room,0%
2025-03-16 04:30:37,Track Exercise Room,7%
2025-03-16 04:30:37,Open Space,0%
2025-03-16 04:30:37,Chandler Lounge,0%
2025-03-16 04:30:37,San Luis Lounge,0%
2025-03-16 05:00:37,Lower Exercise Room,0%
2025-03-16 05:00:37,Upper Exercise Room,0%
2025-03-16 05:00:37,Track Exercise Room,7%
2025-03-16 05:00:37,Open Space,0%
2025-03-16 05:00:37,Chandler Lounge,0%
2025-03-16 05:00:37,San Luis Lounge,0%
2025-03-16 05:15:37,Lower Exercise Room,0%
2025-03-16 05:15:37,Upper Exercise Room,0%
2025-03-16 05:15:37,Track Exercise Room,7%
2025-03-16 05:15:37,Open Space,0%
2025-03-16 05:15:37,Chandler Lounge,0%
2025-03-16 05:15:37,San Luis Lounge,0%
2025-03-16 05:30:36,Lower Exercise Room,1%
2025-03-16 05:30:36,Upper Exercise Room,0%
2025-03-16 05:30:36,Track Exercise Room,7%
2025-03-16 05:30:36,Open Space,0%
2025-03-16 05:30:36,Chandler Lounge,0%
2025-03-16 05:30:36,San Luis Lounge,0%
2025-03-16 05:45:37,Lower Exercise Room,0%
2025-03-16 05:45:37,Upper Exercise Room,0%
2025-03-16 05:45:37,Track Exercise Room,7%
2025-03-16 05:45:37,Open Space,0%
2025-03-16 05:45:37,Chandler Lounge,0%
2025-03-16 05:45:37,San Luis Lounge,0%
2025-03-16 06:00:37,Lower Exercise Room,0%
2025-03-16 06:00:37,Upper Exercise Room,0%
2025-03-16 06:00:37,Track Exercise Room,9%
2025-03-16 06:00:37,Open Space,0%
2025-03-16 06:00:37,Chandler Lounge,0%
2025-03-16 06:00:37,San Luis Lounge,0%
2025-03-16 06:15:37,Lower Exercise Room,0%
2025-03-16 06:15:37,Upper Exercise Room,1%
2025-03-16 06:15:37,Track Exercise Room,7%
2025-03-16 06:15:37,Open Space,0%
2025-03-16 06:15:37,Chandler Lounge,0%
2025-03-16 06:15:37,San Luis Lounge,1%
2025-03-16 06:30:37,Lower Exercise Room,0%
2025-03-16 06:30:37,Upper Exercise Room,1%
2025-03-16 06:30:37,Track Exercise Room,7%
2025-03-16 06:30:37,Open Space,0%
2025-03-16 06:30:37,Chandler Lounge,0%
2025-03-16 06:30:37,San Luis Lounge,1%
2025-03-16 06:45:37,Lower Exercise Room,0%
