Timestamp,Location,Occupancy Level
2025-03-20 18:15:36,Upper Exercise Room,43%
2025-03-20 18:15:36,Track Exercise Room,64%
2025-03-20 18:15:36,Open Space,23%
2025-03-20 18:15:36,Chandler Lounge,40%
2025-03-20 18:15:36,San Luis Lounge,16%
2025-03-20 18:30:37,Lower Exercise Room,21%
2025-03-20 18:30:37,Upper Exercise Room,39%
2025-03-20 18:30:37,Track Exercise Room,56%
2025-03-20 18:30:37,Open Space,22%
2025-03-20 18:30:37,Chandler Lounge,37%
2025-03-20 18:30:37,San Luis Lounge,18%
2025-03-20 18:45:37,Lower Exercise Room,28%
2025-03-20 18:45:37,Upper Exercise Room,41%
2025-03-20 18:45:37,Track Exercise Room,42%
2025-03-20 18:45:37,Open Space,21%
2025-03-20 18:45:37,Chandler Lounge,30%
2025-03-20 18:45:37,San Luis Lounge,14%
2025-03-20 19:30:37,Lower Exercise Room,22%
2025-03-20 19:30:37,Upper Exercise Room,39%
2025-03-20 19:30:37,Track Exercise Room,44%
2025-03-20 19:30:37,Open Space,12%
2025-03-20 19:30:37,Chandler Lounge,27%
2025-03-20 19:30:37,San Luis Lounge,9%
2025-03-20 20:00:37,Lower Exercise Room,25%
2025-03-20 20:00:37,Upper Exercise Room,28%
2025-03-20 20:00:37,Track Exercise Room,51%
2025-03-20 20:00:37,Open Space,8%
2025-03-20 20:00:37,Chandler Lounge,23%
2025-03-20 20:00:37,San Luis Lounge,6%
2025-03-20 20:45:37,Lower Exercise Room,24%
2025-03-20 20:45:37,Upper Exercise Room,29%
2025-03-20 20:45:37,Track Exercise Room,38%
2025-03-20 20:45:37,Open Space,9%
2025-03-20 20:45:37,Chandler Lounge,20%
2025-03-20 20:45:37,San Luis Lounge,8%
2025-03-20 21:00:37,Lower Exercise Room,26%
2025-03-20 21:00:37,Upper Exercise Room,23%
2025-03-20 21:00:37,Track Exercise Room,38%
2025-03-20 21:00:37,Open Space,7%
2025-03-20 21:00:37,Chandler Lounge,20%
2025-03-20 21:00:37,San Luis Lounge,6%
2025-03-20 21:15:36,Lower Exercise Room,31%
2025-03-20 21:15:36,Upper Exercise Room,33%
2025-03-20 21:15:36,Track Exercise Room,36%
2025-03-20 21:15:36,Open Space,7%
2025-03-20 21:15:36,Chandler Lounge,3%
2025-03-20 21:15:36,San Luis Lounge,8%
2025-03-20 21:45:37,Lower Exercise Room,24%
2025-03-20 21:45:37,Upper Exercise Room,39%
2025-03-20 21:45:37,Track Exercise Room,56%
2025-03-20 21:45:37,Open Space,7%
2025-03-20 21:45:37,Chandler Lounge,7%
2025-03-20 21:45:37,San Luis Lounge,8%
2025-03-20 22:00:37,Lower Exercise Room,11%
2025-03-20 22:00:37,Upper Exercise Room,46%
2025-03-20 22:00:37,Track Exercise Room,38%
2025-03-20 22:00:37,Open Space,9%
2025-03-20 22:00:37,Chandler Lounge,7%
2025-03-20 22:00:37,San Luis Lounge,11%
2025-03-20 22:15:37,Lower Exercise Room,11%
2025-03-20 22:15:37,Upper Exercise Room,34%
2025-03-20 22:15:37,Track Exercise Room,42%
2025-03-20 22:15:37,Open Space,9%
2025-03-20 22:15:37,Chandler Lounge,3%
2025-03-20 22:15:37,San Luis Lounge,14%
2025-03-20 22:30:38,Lower Exercise Room,13%
2025-03-20 22:30:38,Upper Exercise Room,33%
2025-03-20 22:30:38,Track Exercise Room,40%
2025-03-20 22:30:38,Open Space,9%
2025-03-20 22:30:38,Chandler Lounge,3%
2025-03-20 22:30:38,San Luis Lounge,15%
2025-03-20 23:00:37,Lower Exercise Room,19%
2025-03-20 23:00:37,Upper Exercise Room,20%
2025-03-20 23:00:37,Track Exercise Room,36%
2025-03-20 23:00:37,Open Space,9%
2025-03-20 23:00:37,Chandler Lounge,3%
2025-03-20 23:00:37,San Luis Lounge,14%
2025-03-20 23:15:38,Lower Exercise Room,19%
2025-03-20 23:15:38,Upper Exercise Room,18%
2025-03-20 23:15:38,Track Exercise Room,29%
2025-03-20 23:15:38,Open Space,8%
2025-03-20 23:15:38,Chandler Lounge,3%
2025-03-20 23:15:38,San Luis Lounge,14%
2025-03-20 23:30:37,Lower Exercise Room,11%
2025-03-20 23:30:37,Upper Exercise Room,21%
2025-03-20 23:30:37,Track Exercise Room,27%
2025-03-20 23:30:37,Open Space,7%
2025-03-20 23:30:37,Chandler Lounge,3%
2025-03-20 23:30:37,San Luis Lounge,11%
2025-03-20 23:45:37,Lower Exercise Room,5%
2025-03-20 23:45:37,Upper Exercise Room,18%
2025-03-20 23:45:37,Track Exercise Room,16%
2025-03-20 23:45:37,Open Space,6%
2025-03-20 23:45:37,Chandler Lounge,3%
2025-03-20 23:45:37,San Luis Lounge,13%
2025-03-21 00:15:37,Lower Exercise Room,0%
2025-03-21 00:15:37,Upper Exercise Room,0%
2025-03-21 00:15:37,Track Exercise Room,7%
2025-03-21 00:15:37,Open Space,5%
2025-03-21 00:15:37,Chandler Lounge,0%
2025-03-21 00:15:37,San Luis Lounge,10%
2025-03-21 00:45:37,Lower Exercise Room,0%
2025-03-21 00:45:37,Upper Exercise Room,0%
2025-03-21 00:45:37,Track Exercise Room,7%
2025-03-21 00:45:37,Open Space,3%
2025-03-21 00:45:37,Chandler Lounge,0%
2025-03-21 00:45:37,San Luis Lounge,9%
2025-03-21 01:15:37,Lower Exercise Room,0%
2025-03-21 01:15:37,Upper Exercise Room,0%
2025-03-21 01:15:37,Track Exercise Room,7%
2025-03-21 01:15:37,Open Space,4%
2025-03-21 01:15:37,Chandler Lounge,3%
2025-03-21 01:15:37,San Luis Lounge,5%
2025-03-21 01:30:37,Lower Exercise Room,0%
2025-03-21 01:30:37,Upper Exercise Room,0%
2025-03-21 01:30:37,Track Exercise Room,7%
2025-03-21 01:30:37,Open Space,3%
2025-03-21 01:30:37,Chandler Lounge,0%
2025-03-21 01:30:37,San Luis Lounge,5%
2025-03-21 01:45:37,Lower Exercise Room,0%
2025-03-21 01:45:37,Upper Exercise Room,0%
2025-03-21 01:45:37,Track Exercise Room,7%
2025-03-21 01:45:37,Open Space,3%
2025-03-21 01:45:37,Chandler Lounge,3%
2025-03-21 01:45:37,San Luis Lounge,4%
2025-03-21 02:15:37,Lower Exercise Room,1%
2025-03-21 02:15:37,Upper Exercise Room,0%
2025-03-21 02:15:37,Track Exercise Room,7%
2025-03-21 02:15:37,Open Space,3%
2025-03-21 02:15:37,Chandler Lounge,0%
2025-03-21 02:15:37,San Luis Lounge,3%
2025-03-21 02:30:37,Lower Exercise Room,1%
2025-03-21 02:30:37,Upper Exercise Room,0%
2025-03-21 02:30:37,Track Exercise Room,7%
2025-03-21 02:30:37,Open Space,2%
2025-03-21 02:30:37,Chandler Lounge,0%
2025-03-21 02:30:37,San Luis Lounge,4%
2025-03-21 02:45:37,Lower Exercise Room,0%
2025-03-21 02:45:37,Upper Exercise Room,0%
2025-03-21 02:45:37,Track Exercise Room,7%
2025-03-21 02:45:37,Open Space,3%
2025-03-21 02:45:37,Chandler Lounge,0%
2025-03-21 02:45:37,San Luis Lounge,1%
2025-03-21 03:00:37,Lower Exercise Room,0%
2025-03-21 03:00:37,Upper Exercise Room,0%
2025-03-21 03:00:37,Track Exercise Room,7%
2025-03-21 03:00:37,Open Space,3%
2025-03-21 03:00:37,Chandler Lounge,0%
2025-03-21 03:00:37,San Luis Lounge,0%
2025-03-21 03:30:37,Lower Exercise Room,1%
2025-03-21 03:30:37,Upper Exercise Room,0%
2025-03-21 03:30:37,Track Exercise Room,7%
2025-03-21 03:30:37,Open Space,3%
2025-03-21 03:30:37,Chandler Lounge,0%
2025-03-21 03:30:37,San Luis Lounge,1%
2025-03-21 04:00:37,Lower Exercise Room,0%
2025-03-21 04:00:37,Upper Exercise Room,0%
2025-03-21 04:00:37,Track Exercise Room,7%
2025-03-21 04:00:37,Open Space,4%
2025-03-21 04:00:37,Chandler Lounge,0%
2025-03-21 04:00:37,San Luis Lounge,0%
2025-03-21 04:30:37,Lower Exercise Room,0%
2025-03-21 04:30:37,Upper Exercise Room,0%
2025-03-21 04:30:37,Track Exercise Room,4%
2025-03-21 04:30:37,Open Space,4%
2025-03-21 04:30:37,Chandler Lounge,0%
2025-03-21 04:30:37,San Luis Lounge,0%
2025-03-21 04:45:37,Lower Exercise Room,1%
2025-03-21 04:45:37,Upper Exercise Room,0%
2025-03-21 04:45:37,Track Exercise Room,7%
2025-03-21 04:45:37,Open Space,3%
2025-03-21 04:45:37,Chandler Lounge,0%
2025-03-21 04:45:37,San Luis Lounge,0%
2025-03-21 05:15:37,Lower Exercise Room,0%
2025-03-21 05:15:37,Upper Exercise Room,0%
2025-03-21 05:15:37,Track Exercise Room,7%
2025-03-21 05:15:37,Open Space,4%
2025-03-21 05:15:37,Chandler Lounge,0%
2025-03-21 05:15:37,San Luis Lounge,1%
2025-03-21 05:45:37,Lower Exercise Room,1%
2025-03-21 05:45:37,Upper Exercise Room,0%
2025-03-21 05:45:37,Track Exercise Room,4%
2025-03-21 05:45:37,Open Space,6%
2025-03-21 05:45:37,Chandler Lounge,0%
2025-03-21 05:45:37,San Luis Lounge,1%
2025-03-21 06:00:36,Lower Exercise Room,1%
2025-03-21 06:00:36,Upper Exercise Room,1%
2025-03-21 06:00:36,Track Exercise Room,9%
2025-03-21 06:00:36,Open Space,6%
2025-03-21 06:00:36,Chandler Lounge,0%
2025-03-21 06:00:36,San Luis Lounge,1%
2025-03-21 06:15:37,Lower Exercise Room,6%
2025-03-21 06:15:37,Upper Exercise Room,9%
2025-03-21 06:15:37,Track Exercise Room,11%
2025-03-21 06:15:37,Open Space,5%
2025-03-21 06:15:37,Chandler Lounge,0%
2025-03-21 06:15:37,San Luis Lounge,1%
2025-03-21 06:30:38,Lower Exercise Room,12%
2025-03-21 06:30:38,Upper Exercise Room,19%
2025-03-21 06:30:38,Track Exercise Room,18%
2025-03-21 06:30:38,Open Space,5%
2025-03-21 06:30:38,Chandler Lounge,0%
2025-03-21 06:30:38,San Luis Lounge,1%
2025-03-21 06:45:37,Lower Exercise Room,12%
2025-03-21 06:45:37,Upper Exercise Room,18%
2025-03-21 06:45:37,Track Exercise Room,16%
2025-03-21 06:45:37,Open Space,5%
2025-03-21 06:45:37,Chandler Lounge,0%
2025-03-21 06:45:37,San Luis Lounge,1%
2025-03-21 07:00:37,Lower Exercise Room,9%
2025-03-21 07:00:37,Upper Exercise Room,13%
2025-03-21 07:00:37,Track Exercise Room,24%
2025-03-21 07:00:37,Open Space,4%
2025-03-21 07:00:37,Chandler Lounge,0%
2025-03-21 07:00:37,San Luis Lounge,0%
2025-03-21 07:15:37,Lower Exercise Room,9%
2025-03-21 07:15:37,Upper Exercise Room,18%
2025-03-21 07:15:37,Track Exercise Room,22%
2025-03-21 07:15:37,Open Space,3%
2025-03-21 07:15:37,Chandler Lounge,0%
2025-03-21 07:15:37,San Luis Lounge,0%
2025-03-21 07:30:37,Lower Exercise Room,9%
2025-03-21 07:30:37,Upper Exercise Room,17%
2025-03-21 07:30:37,Track Exercise Room,18%
2025-03-21 07:30:37,Open Space,3%
2025-03-21 07:30:37,Chandler Lounge,0%
2025-03-21 07:30:37,San Luis Lounge,0%
2025-03-21 07:45:37,Lower Exercise Room,11%
2025-03-21 07:45:37,Upper Exercise Room,18%
2025-03-21 07:45:37,Track Exercise Room,16%
2025-03-21 07:45:37,Open Space,5%
2025-03-21 07:45:37,Chandler Lounge,3%
2025-03-21 07:45:37,San Luis Lounge,0%
2025-03-21 08:00:37,Lower Exercise Room,11%
2025-03-21 08:00:37,Upper Exercise Room,18%
2025-03-21 08:00:37,Track Exercise Room,16%
2025-03-21 08:00:37,Open Space,6%
2025-03-21 08:00:37,Chandler Lounge,3%
2025-03-21 08:00:37,San Luis Lounge,0%
2025-03-21 08:15:37,Lower Exercise Room,13%
2025-03-21 08:15:37,Upper Exercise Room,19%
2025-03-21 08:15:37,Track Exercise Room,22%
2025-03-21 08:15:37,Open Space,5%
2025-03-21 08:15:37,Chandler Lounge,3%
2025-03-21 08:15:37,San Luis Lounge,4%
2025-03-21 08:30:37,Lower Exercise Room,21%
2025-03-21 08:30:37,Upper Exercise Room,24%
2025-03-21 08:30:37,Track Exercise Room,27%
2025-03-21 08:30:37,Open Space,6%
2025-03-21 08:30:37,Chandler Lounge,3%
2025-03-21 08:30:37,San Luis Lounge,5%
2025-03-21 08:45:37,Lower Exercise Room,9%
2025-03-21 08:45:37,Upper Exercise Room,21%
2025-03-21 08:45:37,Track Exercise Room,27%
2025-03-21 08:45:37,Open Space,8%
2025-03-21 08:45:37,Chandler Lounge,3%
2025-03-21 08:45:37,San Luis Lounge,8%
2025-03-21 09:00:37,Lower Exercise Room,8%
2025-03-21 09:00:37,Upper Exercise Room,21%
2025-03-21 09:00:37,Track Exercise Room,33%
2025-03-21 09:00:37,Open Space,10%
2025-03-21 09:00:37,Chandler Lounge,7%
2025-03-21 09:00:37,San Luis Lounge,11%
2025-03-21 09:30:37,Lower Exercise Room,13%
2025-03-21 09:30:37,Upper Exercise Room,24%
2025-03-21 09:30:37,Track Exercise Room,36%
2025-03-21 09:30:37,Open Space,15%
2025-03-21 09:30:37,Chandler Lounge,20%
2025-03-21 09:30:37,San Luis Lounge,10%
2025-03-21 09:45:37,Lower Exercise Room,18%
2025-03-21 09:45:37,Upper Exercise Room,33%
2025-03-21 09:45:37,Track Exercise Room,40%
2025-03-21 09:45:37,Open Space,17%
2025-03-21 09:45:37,Chandler Lounge,23%
2025-03-21 09:45:37,San Luis Lounge,9%
2025-03-21 10:00:37,Lower Exercise Room,24%
2025-03-21 10:00:37,Upper Exercise Room,33%
2025-03-21 10:00:37,Track Exercise Room,47%
2025-03-21 10:00:37,Open Space,15%
2025-03-21 10:00:37,Chandler Lounge,20%
2025-03-21 10:00:37,San Luis Lounge,4%
2025-03-21 10:15:37,Lower Exercise Room,24%
2025-03-21 10:15:37,Upper Exercise Room,32%
2025-03-21 10:15:37,Track Exercise Room,33%
2025-03-21 10:15:37,Open Space,15%
2025-03-21 10:15:37,Chandler Lounge,23%
2025-03-21 10:15:37,San Luis Lounge,4%
2025-03-21 10:30:37,Lower Exercise Room,25%
2025-03-21 10:30:37,Upper Exercise Room,43%
2025-03-21 10:30:37,Track Exercise Room,31%
2025-03-21 10:30:37,Open Space,18%
2025-03-21 10:30:37,Chandler Lounge,23%
2025-03-21 10:30:37,San Luis Lounge,6%
2025-03-21 11:00:37,Lower Exercise Room,31%
2025-03-21 11:00:37,Upper Exercise Room,42%
2025-03-21 11:00:37,Track Exercise Room,36%
2025-03-21 11:00:37,Open Space,18%
2025-03-21 11:00:37,Chandler Lounge,23%
2025-03-21 11:00:37,San Luis Lounge,8%
2025-03-21 11:15:37,Lower Exercise Room,39%
2025-03-21 11:15:37,Upper Exercise Room,47%
2025-03-21 11:15:37,Track Exercise Room,42%
2025-03-21 11:15:37,Open Space,18%
2025-03-21 11:15:37,Chandler Lounge,27%
2025-03-21 11:15:37,San Luis Lounge,8%
2025-03-21 11:30:37,Lower Exercise Room,31%
2025-03-21 11:30:37,Upper Exercise Room,47%
2025-03-21 11:30:37,Track Exercise Room,51%
2025-03-21 11:30:37,Open Space,18%
2025-03-21 11:30:37,Chandler Lounge,30%
2025-03-21 11:30:37,San Luis Lounge,8%
2025-03-21 12:15:37,Lower Exercise Room,19%
2025-03-21 12:15:37,Upper Exercise Room,32%
2025-03-21 12:15:37,Track Exercise Room,56%
2025-03-21 12:15:37,Open Space,17%
2025-03-21 12:15:37,Chandler Lounge,23%
2025-03-21 12:15:37,San Luis Lounge,6%
2025-03-21 12:30:37,Lower Exercise Room,25%
2025-03-21 12:30:37,Upper Exercise Room,26%
2025-03-21 12:30:37,Track Exercise Room,53%
2025-03-21 12:30:37,Open Space,16%
2025-03-21 12:30:37,Chandler Lounge,20%
2025-03-21 12:30:37,San Luis Lounge,8%
2025-03-21 12:45:38,Lower Exercise Room,31%
2025-03-21 12:45:38,Upper Exercise Room,24%
2025-03-21 12:45:38,Track Exercise Room,60%
2025-03-21 12:45:38,Open Space,22%
2025-03-21 12:45:38,Chandler Lounge,20%
2025-03-21 12:45:38,San Luis Lounge,8%
2025-03-21 13:00:37,Lower Exercise Room,26%
2025-03-21 13:00:37,Upper Exercise Room,28%
2025-03-21 13:00:37,Track Exercise Room,58%
2025-03-21 13:00:37,Open Space,12%
2025-03-21 13:00:37,Chandler Lounge,7%
2025-03-21 13:00:37,San Luis Lounge,5%
2025-03-21 13:15:36,Lower Exercise Room,29%
2025-03-21 13:15:36,Upper Exercise Room,26%
2025-03-21 13:15:36,Track Exercise Room,44%
2025-03-21 13:15:36,Open Space,9%
2025-03-21 13:15:36,Chandler Lounge,3%
2025-03-21 13:15:36,San Luis Lounge,4%
2025-03-21 13:30:37,Lower Exercise Room,21%
2025-03-21 13:30:37,Upper Exercise Room,27%
2025-03-21 13:30:37,Track Exercise Room,44%
2025-03-21 13:30:37,Open Space,9%
2025-03-21 13:30:37,Chandler Lounge,3%
2025-03-21 13:30:37,San Luis Lounge,3%
2025-03-21 14:00:37,Lower Exercise Room,20%
2025-03-21 14:00:37,Upper Exercise Room,28%
2025-03-21 14:00:37,Track Exercise Room,47%
2025-03-21 14:00:37,Open Space,7%
2025-03-21 14:00:37,Chandler Lounge,3%
2025-03-21 14:00:37,San Luis Lounge,3%
2025-03-21 14:15:38,Lower Exercise Room,34%
2025-03-21 14:15:38,Upper Exercise Room,39%
2025-03-21 14:15:38,Track Exercise Room,36%
2025-03-21 14:15:38,Open Space,8%
2025-03-21 14:15:38,Chandler Lounge,0%
2025-03-21 14:15:38,San Luis Lounge,3%
2025-03-21 14:30:37,Lower Exercise Room,25%
2025-03-21 14:30:37,Upper Exercise Room,38%
2025-03-21 14:30:37,Track Exercise Room,33%
2025-03-21 14:30:37,Open Space,7%
2025-03-21 14:30:37,Chandler Lounge,0%
2025-03-21 14:30:37,San Luis Lounge,3%
2025-03-21 14:45:37,Lower Exercise Room,29%
2025-03-21 14:45:37,Upper Exercise Room,36%
2025-03-21 14:45:37,Track Exercise Room,42%
2025-03-21 14:45:37,Open Space,7%
2025-03-21 14:45:37,Chandler Lounge,3%
2025-03-21 14:45:37,San Luis Lounge,4%
2025-03-21 15:00:37,Lower Exercise Room,24%
2025-03-21 15:00:37,Upper Exercise Room,30%
2025-03-21 15:00:37,Track Exercise Room,47%
2025-03-21 15:00:37,Open Space,6%
2025-03-21 15:00:37,Chandler Lounge,3%
2025-03-21 15:00:37,San Luis Lounge,4%
2025-03-21 15:15:36,Lower Exercise Room,27%
2025-03-21 15:15:36,Upper Exercise Room,38%
2025-03-21 15:15:36,Track Exercise Room,44%
2025-03-21 15:15:36,Open Space,7%
2025-03-21 15:15:36,Chandler Lounge,3%
2025-03-21 15:15:36,San Luis Lounge,1%
2025-03-21 15:30:37,Lower Exercise Room,20%
2025-03-21 15:30:37,Upper Exercise Room,32%
2025-03-21 15:30:37,Track Exercise Room,42%
2025-03-21 15:30:37,Open Space,7%
2025-03-21 15:30:37,Chandler Lounge,3%
2025-03-21 15:30:37,San Luis Lounge,3%
2025-03-21 15:45:37,Lower Exercise Room,24%
2025-03-21 15:45:37,Upper Exercise Room,36%
2025-03-21 15:45:37,Track Exercise Room,51%
2025-03-21 15:45:37,Open Space,6%
2025-03-21 15:45:37,Chandler Lounge,3%
2025-03-21 15:45:37,San Luis Lounge,1%
2025-03-21 16:00:37,Lower Exercise Room,26%
2025-03-21 16:00:37,Upper Exercise Room,30%
2025-03-21 16:00:37,Track Exercise Room,62%
2025-03-21 16:00:37,Open Space,6%
2025-03-21 16:00:37,Chandler Lounge,3%
2025-03-21 16:00:37,San Luis Lounge,3%
2025-03-21 16:15:37,Lower Exercise Room,21%
2025-03-21 16:15:37,Upper Exercise Room,31%
2025-03-21 16:15:37,Track Exercise Room,64%
2025-03-21 16:15:37,Open Space,6%
2025-03-21 16:15:37,Chandler Lounge,0%
2025-03-21 16:15:37,San Luis Lounge,1%
2025-03-21 16:45:37,Lower Exercise Room,20%
2025-03-21 16:45:37,Upper Exercise Room,39%
2025-03-21 16:45:37,Track Exercise Room,44%
2025-03-21 16:45:37,Open Space,6%
2025-03-21 16:45:37,Chandler Lounge,3%
2025-03-21 16:45:37,San Luis Lounge,0%
2025-03-21 17:00:37,Lower Exercise Room,28%
2025-03-21 17:00:37,Upper Exercise Room,41%
2025-03-21 17:00:37,Track Exercise Room,33%
2025-03-21 17:00:37,Open Space,4%
2025-03-21 17:00:37,Chandler Lounge,0%
2025-03-21 17:00:37,San Luis Lounge,0%
2025-03-21 17:15:37,Lower Exercise Room,22%
2025-03-21 17:15:37,Upper Exercise Room,26%
2025-03-21 17:15:37,Track Exercise Room,36%
2025-03-21 17:15:37,Open Space,6%
2025-03-21 17:15:37,Chandler Lounge,0%
2025-03-21 17:15:37,San Luis Lounge,0%
2025-03-21 17:45:37,Lower Exercise Room,13%
2025-03-21 17:45:37,Upper Exercise Room,36%
2025-03-21 17:45:37,Track Exercise Room,29%
2025-03-21 17:45:37,Open Space,4%
2025-03-21 17:45:37,Chandler Lounge,0%
2025-03-21 17:45:37,San Luis Lounge,0%
2025-03-21 18:30:37,Lower Exercise Room,15%
2025-03-21 18:30:37,Upper Exercise Room,32%
2025-03-21 18:30:37,Track Exercise Room,24%
2025-03-21 18:30:37,Open Space,3%
2025-03-21 18:30:37,Chandler Lounge,0%
2025-03-21 18:30:37,San Luis Lounge,4%
2025-03-21 19:00:37,Lower Exercise Room,16%
2025-03-21 19:00:37,Upper Exercise Room,21%
2025-03-21 19:00:37,Track Exercise Room,31%
2025-03-21 19:00:37,Open Space,3%
2025-03-21 19:00:37,Chandler Lounge,0%
2025-03-21 19:00:37,San Luis Lounge,4%
2025-03-21 19:15:37,Lower Exercise Room,16%
2025-03-21 19:15:37,Upper Exercise Room,20%
2025-03-21 19:15:37,Track Exercise Room,33%
2025-03-21 19:15:37,Open Space,4%
2025-03-21 19:15:37,Chandler Lounge,0%
2025-03-21 19:15:37,San Luis Lounge,5%
2025-03-21 19:30:37,Lower Exercise Room,19%
2025-03-21 19:30:37,Upper Exercise Room,22%
2025-03-21 19:30:37,Track Exercise Room,29%
2025-03-21 19:30:37,Open Space,4%
2025-03-21 19:30:37,Chandler Lounge,0%
2025-03-21 19:30:37,San Luis Lounge,4%
2025-03-21 20:00:38,Lower Exercise Room,21%
2025-03-21 20:00:38,Upper Exercise Room,21%
2025-03-21 20:00:38,Track Exercise Room,29%
2025-03-21 20:00:38,Open Space,3%
2025-03-21 20:00:38,Chandler Lounge,0%
2025-03-21 20:00:38,San Luis Lounge,5%
2025-03-21 20:15:37,Lower Exercise Room,19%
2025-03-21 20:15:37,Upper Exercise Room,19%
2025-03-21 20:15:37,Track Exercise Room,31%
2025-03-21 20:15:37,Open Space,3%
2025-03-21 20:15:37,Chandler Lounge,0%
2025-03-21 20:15:37,San Luis Lounge,4%
2025-03-21 20:45:37,Lower Exercise Room,18%
2025-03-21 20:45:37,Upper Exercise Room,23%
2025-03-21 20:45:37,Track Exercise Room,33%
2025-03-21 20:45:37,Open Space,3%
2025-03-21 20:45:37,Chandler Lounge,0%
2025-03-21 20:45:37,San Luis Lounge,4%
2025-03-21 21:00:37,Lower Exercise Room,21%
2025-03-21 21:00:37,Upper Exercise Room,26%
2025-03-21 21:00:37,Track Exercise Room,31%
2025-03-21 21:00:37,Open Space,3%
2025-03-21 21:00:37,Chandler Lounge,0%
2025-03-21 21:00:37,San Luis Lounge,4%
2025-03-21 21:15:37,Lower Exercise Room,16%
2025-03-21 21:15:37,Upper Exercise Room,19%
2025-03-21 21:15:37,Track Exercise Room,22%
2025-03-21 21:15:37,Open Space,3%
2025-03-21 21:15:37,Chandler Lounge,0%
2025-03-21 21:15:37,San Luis Lounge,4%
2025-03-21 21:30:37,Lower Exercise Room,12%
2025-03-21 21:30:37,Upper Exercise Room,21%
2025-03-21 21:30:37,Track Exercise Room,22%
2025-03-21 21:30:37,Open Space,2%
2025-03-21 21:30:37,Chandler Lounge,0%
2025-03-21 21:30:37,San Luis Lounge,4%
2025-03-21 21:45:37,Lower Exercise Room,9%
2025-03-21 21:45:37,Upper Exercise Room,21%
2025-03-21 21:45:37,Track Exercise Room,27%
2025-03-21 21:45:37,Open Space,1%
2025-03-21 21:45:37,Chandler Lounge,0%
2025-03-21 21:45:37,San Luis Lounge,3%
2025-03-21 22:00:37,Lower Exercise Room,14%
2025-03-21 22:00:37,Upper Exercise Room,21%
2025-03-21 22:00:37,Track Exercise Room,22%
2025-03-21 22:00:37,Open Space,1%
2025-03-21 22:00:37,Chandler Lounge,0%
2025-03-21 22:00:37,San Luis Lounge,3%
2025-03-21 22:15:37,Lower Exercise Room,16%
2025-03-21 22:15:37,Upper Exercise Room,14%
2025-03-21 22:15:37,Track Exercise Room,22%
2025-03-21 22:15:37,Open Space,1%
2025-03-21 22:15:37,Chandler Lounge,0%
2025-03-21 22:15:37,San Luis Lounge,3%
2025-03-21 22:45:37,Lower Exercise Room,11%
2025-03-21 22:45:37,Upper Exercise Room,14%
2025-03-21 22:45:37,Track Exercise Room,24%
2025-03-21 22:45:37,Open Space,1%
2025-03-21 22:45:37,Chandler Lounge,0%
2025-03-21 22:45:37,San Luis Lounge,3%
2025-03-21 23:15:37,Lower Exercise Room,12%
2025-03-21 23:15:37,Upper Exercise Room,10%
2025-03-21 23:15:37,Track Exercise Room,24%
2025-03-21 23:15:37,Open Space,1%
2025-03-21 23:15:37,Chandler Lounge,0%
2025-03-21 23:15:37,San Luis Lounge,3%
2025-03-21 23:30:37,Lower Exercise Room,5%
2025-03-21 23:30:37,Upper Exercise Room,16%
2025-03-21 23:30:37,Track Exercise Room,20%
2025-03-21 23:30:37,Open Space,2%
2025-03-21 23:30:37,Chandler Lounge,0%
2025-03-21 23:30:37,San Luis Lounge,1%
2025-03-22 00:00:37,Lower Exercise Room,4%
2025-03-22 00:00:37,Upper Exercise Room,0%
2025-03-22 00:00:37,Track Exercise Room,9%
2025-03-22 00:00:37,Open Space,2%
2025-03-22 00:00:37,Chandler Lounge,0%
2025-03-22 00:00:37,San Luis Lounge,1%
2025-03-22 00:15:37,Lower Exercise Room,0%
2025-03-22 00:15:37,Upper Exercise Room,0%
2025-03-22 00:15:37,Track Exercise Room,9%
2025-03-22 00:15:37,Open Space,1%
2025-03-22 00:15:37,Chandler Lounge,0%
2025-03-22 00:15:37,San Luis Lounge,1%
2025-03-22 00:30:36,Lower Exercise Room,1%
2025-03-22 00:30:36,Upper Exercise Room,0%
2025-03-22 00:30:36,Track Exercise Room,9%
2025-03-22 00:30:36,Open Space,0%
2025-03-22 00:30:36,Chandler Lounge,0%
2025-03-22 00:30:36,San Luis Lounge,3%
2025-03-22 00:45:37,Lower Exercise Room,0%
2025-03-22 00:45:37,Upper Exercise Room,0%
2025-03-22 00:45:37,Track Exercise Room,9%
2025-03-22 00:45:37,Open Space,0%
2025-03-22 00:45:37,Chandler Lounge,0%
2025-03-22 00:45:37,San Luis Lounge,3%
2025-03-22 01:00:37,Lower Exercise Room,0%
2025-03-22 01:00:37,Upper Exercise Room,0%
2025-03-22 01:00:37,Track Exercise Room,9%
2025-03-22 01:00:37,Open Space,0%
2025-03-22 01:00:37,Chandler Lounge,0%
2025-03-22 01:00:37,San Luis Lounge,1%
2025-03-22 01:15:37,Lower Exercise Room,0%
2025-03-22 01:15:37,Upper Exercise Room,0%
2025-03-22 01:15:37,Track Exercise Room,9%
2025-03-22 01:15:37,Open Space,1%
2025-03-22 01:15:37,Chandler Lounge,0%
2025-03-22 01:15:37,San Luis Lounge,1%
2025-03-22 01:30:37,Lower Exercise Room,1%
2025-03-22 01:30:37,Upper Exercise Room,0%
2025-03-22 01:30:37,Track Exercise Room,9%
